机构标准名,总频次,CNKI频次,WOS频次,CSCD频次
克斯伊姆伊恩克奥姆姆乌恩伊特伊赫伊勒斯克阿尔埃中心特艾伊瓦恩瓦阿恩布艾勒伊恩,1,0,1,0
克斯伊尔中心埃勒埃克特拉奥奇埃姆研究研究所奇埃恩恩艾乌恩伊特,1,0,1,0
克斯伊尔中心布勒德格研究伊恩斯特克,1,0,1,0
克斯伊尔中心弗乌德技术研究研究所克阿姆普乌斯,1,0,1,0
克斯伊尔中心德拉乌格研究研究所克德拉伊,1,0,1,0
克斯伊尔中心斯阿勒特姆阿尔伊恩埃化工研究研究所克斯伊尔,1,0,1,0
克斯伊尔中心机械工程研究研究所克姆埃尔伊,1,0,1,0
克斯伊尔中心机械工程研究研究所克斯伊尔克姆埃尔伊克阿姆普乌斯,1,0,1,0
克斯伊尔中心格勒阿斯斯克埃尔阿姆研究研究所克斯伊尔克格克拉伊,1,0,1,0
克斯伊尔中心研究所医学阿尔奥姆阿特普勒阿恩特斯,1,0,1,0
克斯伊尔中心科学伊恩斯特尔乌姆埃恩特奥尔格克斯伊尔克斯约,1,0,1,0
克斯伊尔中心科学伊恩斯特尔乌姆埃恩特斯奥尔格,1,0,1,0
克斯伊尔伊恩德亚恩研究所化工布约勒,1,0,1,0
克斯伊尔伊恩德亚恩研究所化工技术克斯伊尔伊克特德伊斯普埃恩斯阿尔,1,0,1,0
克斯伊尔伊恩德亚恩研究所普埃特拉奥,1,0,1,0
克斯伊尔伊恩德亚恩研究所特奥克斯伊克奥勒研究伊特拉,1,0,1,0
克斯伊尔伊恩德亚恩研究所石油克斯伊尔伊普,1,0,1,0
克斯伊尔伊恩德亚恩研究所石油姆奥赫克阿姆普乌尔,1,0,1,0
克斯伊尔伊恩特斯特阿弗弗艾尔斯德伊尔埃克特奥尔阿特埃,1,0,1,0
克斯伊尔伊赫布特,1,0,1,0
克斯伊尔克埃恩特研究所姆伊恩燃料研究,1,0,1,0
克斯伊尔克姆埃尔伊克奥弗埃姆,1,0,1,0
克斯伊尔克斯约,1,0,1,0
克斯伊尔国家化工实验室克斯伊尔恩克勒,1,0,1,0
克斯伊尔国家化工实验室恩克勒,1,0,1,0
克斯伊尔国家姆埃特实验室姆阿德拉阿斯中心,1,0,1,0
克斯伊尔国家研究所伊恩特埃尔德伊斯克伊普勒伊恩阿尔伊科学技术德伊,1,0,1,0
克斯伊尔国家研究所科学克奥姆姆乌恩普奥勒伊克伊研究,1,0,1,0
克斯伊尔奥什阿勒埃研究中心,1,0,1,0
克斯伊尔奥克埃斯尔埃,1,0,1,0
克斯伊尔奥克奥2克拉克,1,0,1,0
克斯伊尔奥克奥姆姆奥恩瓦伊勒斯科学伊恩德研究奥尔格,1,0,1,0
克斯伊尔奥克奥姆姆奥恩瓦伊勒斯科学伊恩德研究奥尔格地球科学,1,0,1,0
克斯伊尔奥克奥姆姆奥恩瓦伊勒斯科学伊恩德研究奥尔格工程科学尔,1,0,1,0
克斯伊尔奥克奥姆普乌特阿特信息,1,0,1,0
克斯伊尔奥农业弗勒阿格什伊普赫伊格尔埃斯奥勒乌特普勒阿恩特夫埃恩中心,1,0,1,0
克斯伊尔奥勒伊格特姆埃特国家研究弗勒阿格什伊普,1,0,1,0
克斯伊尔奥勒伊维埃斯特奥克伊恩德,1,0,1,0
克斯伊尔奥地球科学资源工程,1,0,1,0
克斯伊尔奥地球科学资源工程克埃斯尔埃,1,0,1,0
克斯伊尔奥埃克奥斯伊斯特科学,1,0,1,0
克斯伊尔奥奥克伊恩斯阿特姆奥斯普赫埃尔埃弗勒阿格什伊普,1,0,1,0
克斯伊尔奥姆伊克拉奥布伊姆实验室,1,0,1,0
克斯伊尔奥姆伊恩埃尔阿勒斯国家研究弗勒阿格什伊普,1,0,1,0
克斯伊尔奥姆伊恩埃尔阿勒斯弗勒阿格什伊普,1,0,1,0
克斯伊尔奥姆伊恩埃尔阿勒斯资源国家研究弗勒阿格什伊普,1,0,1,0
克斯伊尔奥姆弗格克勒艾特奥恩,1,0,1,0
克斯伊尔奥姆阿斯信息科学,1,0,1,0
克斯伊尔奥尔伊维埃尔斯伊德埃生命科学中心,1,0,1,0
克斯伊尔奥弗乌德弗乌特乌尔埃斯国家研究弗勒阿格什伊普,1,0,1,0
克斯伊尔奥弗乌德恩乌特拉,1,0,1,0
克斯伊尔奥弗乌德恩乌特拉科学,1,0,1,0
克斯伊尔奥弗勒奥瓦姆奥德埃勒勒伊恩中心,1,0,1,0
克斯伊尔奥弗勒维德斯过程姆奥德埃勒勒伊恩格拉普,1,0,1,0
克斯伊尔奥德伊格伊特阿勒普拉奥德弗勒阿格什伊普,1,0,1,0
克斯伊尔奥德伊维地球科学资源工程,1,0,1,0
克斯伊尔奥德伊维姆阿斯信息斯特阿特,1,0,1,0
克斯伊尔奥斯,1,0,1,0
克斯伊尔奥石油资源,1,0,1,0
克斯伊尔奥矿物资源,1,0,1,0
克斯伊尔奥能源弗勒阿格什伊普克勒艾特奥恩,1,0,1,0
克斯伊尔奥能源技术先进克奥勒技术,1,0,1,0
克斯伊尔奥能源深地地球伊姆阿格伊恩弗乌特乌尔埃科学普勒阿特弗奥,1,0,1,0
克斯伊尔奥能源特拉阿恩斯弗奥尔姆埃德弗勒阿格什伊普,1,0,1,0
克斯伊尔奥过程科学工程姆伊恩埃尔阿勒斯国家研究弗勒阿格什伊,1,0,1,0
克斯伊尔奥过程科学工程普阿尔克埃尔克拉克,1,0,1,0
克斯伊尔布约斯克伊,1,0,1,0
克斯伊尔德赫伊格瓦艾工程公司有限公司,1,0,1,0
克斯伊尔恩奥尔斯伊斯特研究所科学技术克斯伊尔恩伊斯特,1,0,1,0
克斯伊尔恩普勒克阿姆普乌斯,1,0,1,0
克斯伊尔恩约,1,0,1,0
克斯伊尔研究所格埃恩奥姆伊恩特埃格拉阿特布约勒伊格伊布,1,0,1,0
克斯伊布伊电子电力德埃斯伊格恩研究所公司有限公司,1,0,1,0
克斯伊德亚恩瓦乌赫乌研究院,1,0,1,0
克斯伊恩伊埃勒伊斯埃尔技术公司有限公司,1,0,1,0
克斯伊恩伊师范大学恩阿特约恩阿勒伊特耶斯,1,0,1,0
克斯伊恩伊特奥恩石油技术有限公司,1,0,1,0
克斯伊恩伊瓦恩医院,1,0,1,0
克斯伊恩伊瓦恩医院伊乌勒伊恩,1,0,1,0
克斯伊恩伊阿恩弗埃恩农业技术公司有限公司,1,0,1,0
克斯伊恩伊韦恩埃恩能源科学技术公司有限公司,1,0,1,0
克斯伊恩克斯亚恩1赫伊格学院,1,0,1,0
克斯伊恩克斯亚恩姆埃德亚勒大学,1,0,1,0
克斯伊恩克斯亚恩尔乌恩伊乌材料公司有限公司,1,0,1,0
克斯伊恩克斯亚恩布阿特特埃尔伊研究院,1,0,1,0
克斯伊恩克斯亚恩特亚恩勒伊能源公司有限公司,1,0,1,0
克斯伊恩克斯伊恩克恩奇阿恩兹赫伊技术公司,1,0,1,0
克斯伊恩克斯伊恩克阿斯艾伊恩特格拉普,1,0,1,0
克斯伊恩克艾环境伊恩维埃斯特姆埃恩特公司有限公司,1,0,1,0
克斯伊恩兹赫欧综合伊恩斯普埃克特特埃斯特伊恩中心,1,0,1,0
克斯伊恩勒亚恩斯乌普埃尔克奥恩德技术公司有限公司,1,0,1,0
克斯伊恩大学,1,0,1,0
克斯伊恩奇埃恩斯普埃克亚勒服务斯阿恩阿特杰欧伊恩特勒奥格伊斯特斯乌普普奥尔特,1,0,1,0
克斯伊恩奥特埃奇公司,1,0,1,0
克斯伊恩姆伊赫埃恩伊埃公司有限公司,1,0,1,0
克斯伊恩弗勒奥尔阿福建布约特埃奇恩奥勒公司有限公司,1,0,1,0
克斯伊恩弗埃恩姆伊恩格拉普公司有限公司,1,0,1,0
克斯伊恩弗埃恩赫瓦尔维特乌恩斯特埃恩姆奥勒伊布德埃恩乌姆恩埃瓦材料公司勒特,1,0,1,0
克斯伊恩德乌德伊斯特普埃奥普勒埃斯医院成都,1,0,1,0
克斯伊恩杰亚恩乌伊格乌尔自治尔埃格克奥勒科学研究院,1,0,1,0
克斯伊恩杰亚恩农业大学,1,0,1,0
克斯伊恩杰亚恩科学院农业尔埃克勒阿姆阿特科学,1,0,1,0
克斯伊恩杰伊恩瓦伊赫瓦研究所克勒伊恩能源,1,0,1,0
克斯伊恩杰耶克欧瓦艾斯特,1,0,1,0
克斯伊恩杰耶能源公司有限公司,1,0,1,0
克斯伊恩特艾伊尔奥恩斯特伊勒公司有限公司,1,0,1,0
克斯伊恩特艾姆乌恩伊克伊普阿勒克奥恩斯特尔乌克特格拉普公司有限公司,1,0,1,0
克斯伊恩特艾弗伊尔埃德埃特阿奇姆埃恩特,1,0,1,0
克斯伊恩特艾恩阿纳奥尔技术公司有限公司,1,0,1,0
克斯伊恩特艾普埃奥普勒埃斯医院,1,0,1,0
克斯伊恩特艾理工学院,1,0,1,0
克斯伊恩特艾生态环境姆奥恩伊特奥尔伊恩中心河北省,1,0,1,0
克斯伊恩特艾重点实验室布约姆伊姆埃特克阿特阿勒伊特材料,1,0,1,0
克斯伊恩阿奥格拉普公司有限公司,1,0,1,0
克斯伊技术,1,0,1,0
克斯伊杰伊恩医院,1,0,1,0
克斯伊杰伊恩大学,1,0,1,0
克斯伊科技大学,1,0,1,0
克斯伊赫瓦大学,1,0,1,0
克斯伊韦弗阿伊恩特环境普拉奥特埃克特恩埃瓦材料公司有限公司,1,0,1,0
克斯克乌恩勒伊格阿特埃纳赫奥格斯克奥勒阿恩,1,0,1,0
克斯克埃克斯欧斯瓦埃斯特咨询公司有限公司,1,0,1,0
克斯克埃克格拉伊恩克奥恩斯特尔乌克特工程研究中心,1,0,1,0
克斯克埃勒能源,1,0,1,0
克斯克拉伊特电力斯奥勒乌特公司,1,0,1,0
克斯克维克阿奇奇赫大学,1,0,1,0
克斯克阿布伊尔咨询,1,0,1,0
克斯兹伊姆埃公司,1,0,1,0
克斯勒创新,1,0,1,0
克斯埃克奥恩德赫伊格瓦艾克奥恩斯乌勒特阿恩特斯公司有限公司,1,0,1,0
克斯埃克奥恩德赫伊格瓦艾工程布乌尔公司有限公司,1,0,1,0
克斯埃克阿特乌尔布奥技术公司有限公司,1,0,1,0
克斯埃姆克瓦伊恩德普奥瓦埃尔公司有限公司,1,0,1,0
克斯埃尔奥,1,0,1,0
克斯埃恩德伊,1,0,1,0
克斯埃特,1,0,1,0
克斯奥德乌斯格拉普有限公司,1,0,1,0
克斯奥阿特工程技术公司有限公司,1,0,1,0
克斯姆特格埃斯特约恩埃斯克阿尔勒,1,0,1,0
克斯学院工程姆阿恩阿格埃姆埃恩特克斯斯埃姆,1,0,1,0
克斯尔姆学院工程,1,0,1,0
克斯尔德阿恩阿勒伊特咨询,1,0,1,0
克斯尔艾奥普特技术实验室,1,0,1,0
克斯尔艾矿物服务,1,0,1,0
克斯尔阿公司,1,0,1,0
克斯尔阿恩阿斯阿姆伊学院技术特伊尔乌奇埃恩奥德埃,1,0,1,0
克斯尔阿恩阿斯阿姆伊学院阿尔特斯科学自治,1,0,1,0
克斯尔青岛斯伊弗阿恩公司有限公司,1,0,1,0
克斯布斯埃公司克格阿阿,1,0,1,0
克斯弗勒奥瓦布维,1,0,1,0
克斯斯克研究所工程伊恩维埃斯特德埃斯伊格恩公司有限公司,1,0,1,0
克斯斯克赫艾兹赫瓦恩瓦伊恩德普奥瓦埃尔公司有限公司,1,0,1,0
克斯斯德伊恩阿姆公司,1,0,1,0
克斯机械,1,0,1,0
克斯杰姆大学,1,0,1,0
克斯杰姆大学克阿恩普乌尔,1,0,1,0
克斯格伊,1,0,1,0
克斯格伊中心克奥勒勒欧伊德斯乌尔弗阿克埃科学,1,0,1,0
克斯格伊克奥恩斯奥尔兹约伊恩特埃尔乌恩伊维斯维伊勒乌普普奥斯伊斯特埃姆伊格拉阿恩德埃,1,0,1,0
克斯格伊克奥恩斯奥尔特伊乌姆,1,0,1,0
克斯格埃赫维特拉阿恩斯姆伊斯斯公司,1,0,1,0
克斯格埃赫维电力特拉阿恩斯姆伊斯斯公司,1,0,1,0
克斯格广西电力格拉伊德,1,0,1,0
克斯格斯尔勒中心服务格埃欧伊恩恩,1,0,1,0
克斯格普克格工程克奥恩斯特尔乌克特姆阿恩阿格埃姆埃恩特分院公司有限公司,1,0,1,0
克斯欧尔克埃尔埃恩埃瓦阿布勒埃斯有限公司,1,0,1,0
克斯特伊阿斯斯奥克亚特埃斯公司,1,0,1,0
克斯特布,1,0,1,0
克斯特布杰赫阿布伊布耶斯埃尔普奥恩,1,0,1,0
克斯瓦克工程姆阿奇伊恩伊恩,1,0,1,0
克斯瓦恩奇埃恩普埃奥普勒埃斯医院,1,0,1,0
克斯皇家伊恩斯特伊特乌特埃奥弗技术,1,0,1,0
克斯皇家学院技术,1,0,1,0
克斯皇家理工大学,1,0,1,0
克斯皇家研究所技术化工工程技术,1,0,1,0
克斯皇家研究所技术化工科学工程,1,0,1,0
克斯皇家研究所特埃赫恩奥勒,1,0,1,0
克斯系能源技术,1,0,1,0
克斯约,1,0,1,0
克斯约斯,1,0,1,0
克斯耶姆伊恩技术公司,1,0,1,0
克斯能源,1,0,1,0
克斯能源系统公司有限公司,1,0,1,0
克斯阿克,1,0,1,0
克斯阿恩特拉奥恩公司克维,1,0,1,0
克斯阿维阿尔阿恩克奥恩特拉奥勒阿兹阿尔布艾杰阿恩克斯克阿公司,1,0,1,0
克斯韦伊瓦恩尔德37,1,0,1,0
克斯韦弗乌尔德99,1,0,1,0
克普伊弗勒维德工程,1,0,1,0
克普伊斯阿瓦阿勒阿学院工程技术,1,0,1,0
克普克公司特艾瓦阿恩,1,0,1,0
克普克埃勒克奥阿斯,1,0,1,0
克普埃克克北京德埃斯伊格恩公司,1,0,1,0
克普奥格克勒,1,0,1,0
克普姆格弗伊恩阿恩克亚勒阿德维伊斯奥尔伊服务公司,1,0,1,0
克普姆格赫瓦兹赫埃恩克埃尔特伊弗耶德普乌布勒阿克克欧恩特阿恩特斯,1,0,1,0
克普布斯,1,0,1,0
克普拉勒德阿格埃奥勒咨询,1,0,1,0
克普拉学院阿尔特斯科学研究,1,0,1,0
克普阿公司,1,0,1,0
克普阿有限公司,1,0,1,0
克杰公司,1,0,1,0
克杰埃勒德伊格伊特阿勒伊姆阿格伊恩教育斯奥勒乌特普特伊有限公司,1,0,1,0
克杰尔格奥维特格埃恩德埃格拉伊学院,1,0,1,0
克杰布约研究院,1,0,1,0
克杰斯克恩特,1,0,1,0
克杰斯奥姆艾伊阿学院工程,1,0,1,0
克杰斯奥姆艾伊阿学院科学克奥姆姆埃尔克埃,1,0,1,0
克杰研究研究所布约特埃奇恩奥勒,1,0,1,0
克格伊,1,0,1,0
克格伊恩德亚,1,0,1,0
克格克勒阿恩德拉阿恩,1,0,1,0
克格埃格拉普瓦乌克斯伊德拉伊勒勒伊恩特乌勒斯公司有限公司,1,0,1,0
克格姆尔,1,0,1,0
克格姆普奥勒斯克阿姆耶德兹公司,1,0,1,0
克格布约公司有限公司,1,0,1,0
克格恩伊斯奥特奥普埃姆亚恩伊阿恩公司有限公司,1,0,1,0
克格恩布拉阿斯伊勒埃恩埃尔格亚普阿尔特伊克伊普阿克奥埃斯公司,1,0,1,0
克格格维埃尔伊特阿斯服务乌克有限公司,1,0,1,0
克格瓦恩兹赫欧德拉埃德格伊恩公司有限公司,1,0,1,0
克格阿姆阿大学国家斯乌尔,1,0,1,0
克欧伊勒埃德特乌布伊恩计算机断层扫描室服务伊恩德,1,0,1,0
克欧伊化工公司有限公司,1,0,1,0
克欧伊姆布拉阿普奥勒伊斯埃克恩,1,0,1,0
克欧伊姆布拉阿理工学院,1,0,1,0
克欧伊姆布阿特奥尔埃姆阿尔伊恩埃学院,1,0,1,0
克欧伊恩埃姆乌勒特伊姆埃德亚,1,0,1,0
克欧奇伊理工大学,1,0,1,0
克欧恩克伊勒科学伊恩德研究,1,0,1,0
克欧恩克伊勒科学伊恩德研究中心勒伊斯埃尔研究研究所克斯伊尔克,1,0,1,0
克欧恩克伊勒科学伊恩德研究克斯伊尔中心勒伊斯埃尔研究院,1,0,1,0
克欧恩克伊勒科学伊恩德研究克斯伊尔伊恩德亚恩研究所化工特埃奇恩奥,1,0,1,0
克欧恩克伊勒科学伊恩德研究克斯伊尔克斯姆克拉伊,1,0,1,0
克欧恩克伊勒科学伊恩德研究克斯伊尔恩伊斯特,1,0,1,0
克欧恩克伊勒科学伊恩德研究南非,1,0,1,0
克欧恩克伊勒科学伊恩德研究国家地球物理研究院,1,0,1,0
克欧恩克伊勒科学伊恩德研究恩埃科技学院,1,0,1,0
克欧恩特伊恩勒阿布有限公司,1,0,1,0
克欧格阿尔德拉伊勒勒伊恩斯奥勒乌特,1,0,1,0
克特,1,0,1,0
克特乌伊普克伊恩德乌,1,0,1,0
克特伊,1,0,1,0
克特伊格奥维特克伊斯乌姆乌,1,0,1,0
克特克,1,0,1,0
克特克安徽特奥普瓦艾特埃斯特伊恩服务公司有限公司,1,0,1,0
克特克格埃奥有限公司,1,0,1,0
克特埃克斯,1,0,1,0
克特姆化工中心,1,0,1,0
克特弗克,1,0,1,0
克特拉阿普奥恩特维伊勒奥姆阿尔阿140,1,0,1,0
克特格埃奥勒咨询,1,0,1,0
克特格科学技术研究院,1,0,1,0
克特阿,1,0,1,0
克瓦伊,1,0,1,0
克瓦伊国家研究中心姆阿斯克奥姆普科学,1,0,1,0
克瓦伊奇奥瓦姆欧特艾公司有限公司,1,0,1,0
克瓦伊奇奥瓦姆欧特艾格拉普,1,0,1,0
克瓦伊奇欧姆欧特艾格拉普,1,0,1,0
克瓦勒阿勒乌姆普乌尔马来西亚弗拉阿恩克埃研究所大学,1,0,1,0
克瓦布克拉阿弗特瓦阿埃尔姆埃布约姆阿斯斯埃公司,1,0,1,0
克瓦布德埃乌特施勒阿恩德公司恩耶德埃尔勒阿斯斯乌恩斯韦德瓦埃斯特,1,0,1,0
克瓦德拉伊勒勒阿资源有限公司,1,0,1,0
克瓦阿姆埃恩克拉乌姆阿赫大学科学技术纳乌斯特,1,0,1,0
克瓦阿恩姆伊乌恩伊恩克姆弗格公司,1,0,1,0
克瓦阿恩瓦奥恩国立大学,1,0,1,0
克瓦阿特埃尔公司,1,0,1,0
克瓦阿特埃尔特拉阿恩斯普奥尔特阿特克奥恩斯乌勒特阿恩特斯公司有限公司,1,0,1,0
克瓦阿特埃尔研究院,1,0,1,0
克维,1,0,1,0
克维勒勒伊恩格埃奥斯克耶恩克埃有限公司,1,0,1,0
克维特乌恩医院伊勒伊普拉埃弗埃克特乌尔埃,1,0,1,0
克维特工程,1,0,1,0
克维赫乌恩奥尔斯尔德,1,0,1,0
克维阿勒伊特埃特研究普拉奥德埃恩特埃尔普拉伊斯埃,1,0,1,0
克维阿斯伊尔技术,1,0,1,0
克综合普勒阿恩恩伊恩德埃斯伊格恩研究所公司有限公司,1,0,1,0
克耶克克奥维埃尔斯伊斯咨询公司有限公司,1,0,1,0
克耶勒公司有限公司,1,0,1,0
克耶勒研究所瓦奥尔勒德经济,1,0,1,0
克耶姆阿特德埃尔,1,0,1,0
克耶姆阿特普勒阿特阿弗奥尔姆阿斯奥勒阿尔阿勒姆埃尔亚斯阿,1,0,1,0
克耶尔,1,0,1,0
克耶恩格亚恩大学,1,0,1,0
克耶恩阿姆,1,0,1,0
克耶斯奥勒,1,0,1,0
克耶斯奥勒中心姆伊克斯特奥大学,1,0,1,0
克耶普,1,0,1,0
克艾勒伊克阿特阿勒伊斯特恩埃瓦材料公司,1,0,1,0
克艾勒瓦恩克奥勒姆伊恩公司有限公司,1,0,1,0
克艾勒瓦恩格拉普公司有限公司,1,0,1,0
克艾勒瓦恩格拉普有限公司勒亚布伊勒公司,1,0,1,0
克艾勒瓦恩赫阿恩克斯亚恩阿埃尔奥埃勒阿斯特埃奇恩埃瓦材料公司有限公司,1,0,1,0
克艾埃恩恩埃斯奥勒乌特公司,1,0,1,0
克艾姆伊中心阿普勒伊克阿克信息姆奥德埃勒阿德奥伊恩恩乌特恩弗拉,1,0,1,0
克艾姆阿公司,1,0,1,0
克艾尔奥大学得克萨斯农工大学,1,0,1,0
克艾尔奥石油尔埃弗伊恩伊恩公司,1,0,1,0
克艾尔恩伊恩德亚有限公司普特伊,1,0,1,0
克艾尔恩能源,1,0,1,0
克艾尔恩能源公司,1,0,1,0
克艾尔欧阿恩大学,1,0,1,0
克艾布伊布约奥尔格阿恩普维特有限公司,1,0,1,0
克艾弗乌斯奥弗特瓦阿尔埃北京有限公司公司,1,0,1,0
克艾弗埃恩中心医院,1,0,1,0
克艾弗埃恩克阿尔布奥恩科学院先进材料,1,0,1,0
克艾弗埃恩工程研究中心姆乌恩伊克伊普阿勒瓦阿斯特埃瓦阿特埃尔特拉伊特姆埃恩,1,0,1,0
克艾弗埃恩库阿尔克恩埃瓦材料公司有限公司,1,0,1,0
克艾弗埃恩特伊姆埃斯电力公司有限公司,1,0,1,0
克艾恩阿恩布勒奥克新疆欧伊勒弗耶勒德公司,1,0,1,0
克艾斯埃尔弗拉阿恩克伊斯石油公司,1,0,1,0
克艾斯特291,1,0,1,0
克艾斯特研究所恩阿恩奥克埃恩特乌尔伊克伊恩克,1,0,1,0
克艾赫瓦普阿普埃尔传统技术研究中心,1,0,1,0
克艾阿大学,1,0,1,0
克赫伊格瓦艾克奥恩斯乌勒特阿恩特斯公司有限公司,1,0,1,0
克阿什伊理工学院,1,0,1,0
克阿什伊航空航天信息研究院,1,0,1,0
克阿什阿恩大学,1,0,1,0
克阿克埃格阿瓦阿克伊特阿医院,1,0,1,0
克阿克奇埃姆耶阿恩勒阿格埃恩布奥奇埃姆恩伊特兹公司,1,0,1,0
克阿兹乌斯阿德恩阿研究院,1,0,1,0
克阿兹伊姆耶尔兹普乌勒阿斯克伊大学技术赫乌姆阿恩尔阿德奥姆,1,0,1,0
克阿兹伊姆耶尔兹普乌勒阿斯克伊技术大学尔阿德奥姆,1,0,1,0
克阿兹伊姆耶尔兹瓦耶勒克伊大学,1,0,1,0
克阿兹伊恩阿兹尔乌勒大学,1,0,1,0
克阿兹姆乌恩艾格阿斯工程,1,0,1,0
克阿兹恩伊普伊姆乌恩艾格阿斯,1,0,1,0
克阿兹恩伊普伊姆乌恩艾格阿斯杰斯克,1,0,1,0
克阿兹阿恩化工科学研究院,1,0,1,0
克阿兹阿恩国家大学埃恩埃尔格埃特,1,0,1,0
克阿兹阿恩国家大学阿尔奇伊特埃克特乌尔埃工程,1,0,1,0
克阿兹阿恩国家研究大学,1,0,1,0
克阿兹阿恩国家研究工程大学,1,0,1,0
克阿兹阿恩国家研究技术乌恩伊,1,0,1,0
克阿兹阿恩夫伊斯伊克奥特埃奇研究所,1,0,1,0
克阿兹阿恩弗伊埃尔阿勒大学,1,0,1,0
克阿兹阿恩斯克伊杰国家伊斯斯勒埃德奥维阿特埃勒斯克伊杰特埃赫恩奥勒,1,0,1,0
克阿兹阿恩斯克伊杰国家伊斯斯勒埃德奥维阿特埃勒特埃赫恩奥勒大学,1,0,1,0
克阿兹阿恩斯特阿特埃特埃奇恩奥勒大学,1,0,1,0
克阿兹阿恩普拉伊维奥勒兹赫什克伊联邦大学,1,0,1,0
克阿兹阿恩普拉伊维奥勒兹赫斯克伊国家联邦大学,1,0,1,0
克阿兹阿恩普拉伊维奥勒兹赫斯克联邦大学,1,0,1,0
克阿兹阿恩科学中心,1,0,1,0
克阿兹阿恩科学中心尔阿斯,1,0,1,0
克阿兹阿恩维伊勒埃恩伊恩州立大学,1,0,1,0
克阿兹阿恩维奥勒格阿尔埃格约恩联邦大学,1,0,1,0
克阿兹阿恩维奥勒格阿尔埃格联邦乌恩约维埃尔斯,1,0,1,0
克阿兹阿恩维奥勒格阿尔埃格联邦大学克弗乌,1,0,1,0
克阿兹阿恩联邦阿勒奥恩维奥勒格阿大学,1,0,1,0
克阿兹阿赫国家农业大学,1,0,1,0
克阿兹阿赫国家农业研究大学,1,0,1,0
克阿兹阿赫国家瓦奥姆埃恩斯特伊奇埃尔特拉艾恩伊恩大学,1,0,1,0
克阿兹阿赫国家研究理工大学,1,0,1,0
克阿兹阿赫研究格埃奥勒埃克斯普勒奥尔阿特石油研究所勒勒普,1,0,1,0
克阿兹阿赫研究研究所林业阿格拉奥弗奥尔埃斯特尔伊,1,0,1,0
克阿兹阿赫研究研究所过程弗乌德伊恩德,1,0,1,0
克阿兹阿赫科学院,1,0,1,0
克阿勒伊乌姆研究,1,0,1,0
克阿勒伊克斯埃乌尔奥普埃乌克有限公司,1,0,1,0
克阿勒伊弗国家大学伊斯特布艾,1,0,1,0
克阿勒伊弗国家大学姆奥恩特埃尔伊布艾,1,0,1,0
克阿勒伊弗国家大学恩奥尔斯尔伊德格埃,1,0,1,0
克阿勒伊弗国家大学斯阿恩布埃尔恩阿尔德伊恩奥,1,0,1,0
克阿勒伊弗国家大学赫艾瓦阿尔德,1,0,1,0
克阿勒伊弗布阿普特伊斯特大学,1,0,1,0
克阿勒伊恩伊恩尔阿德国家理工大学,1,0,1,0
克阿勒伊恩阿研究所伊恩德技术克伊特德伊姆埃德大学,1,0,1,0
克阿勒伊阿恩伊格奥维特工程学院,1,0,1,0
克阿勒伊阿恩姆阿赫阿维伊德伊阿勒伊阿,1,0,1,0
克阿勒伊阿恩普格学院,1,0,1,0
克阿勒克伊德拉阿特阿斯普阿,1,0,1,0
克阿勒克阿德阿弗奥恩特埃勒阿姆伊尔奥,1,0,1,0
克阿勒公司,1,0,1,0
克阿勒勒埃赫埃尔姆奥斯伊勒勒阿75,1,0,1,0
克阿勒埃德奥恩亚恩学院工程,1,0,1,0
克阿勒姆伊克亚州立大学,1,0,1,0
克阿勒尔埃克奥维埃尔伊公司,1,0,1,0
克阿勒斯埃普公司,1,0,1,0
